attribute_definition_id,attribute_definition_name,value,id,asset_id,profile_id
360,PO2026 Agrmt Priority,med,3134413,64285,337
3,GIS ID,structures.64887,361307,64887,337
67,"Material (Frame, Tank, Body)",Timber/Wood,466278,64887,337
204,acs Is Asset Accessible,No,926620,64887,337
205,acs Is the Route to the Asset Accessible,No,926621,64887,337
216,Decking Material,Timber,926622,64887,337
217,Structure Material,Timber,926623,64887,337
218,Has Pedestrian Railing,No railings,926624,64887,337
219,Has Edge Guard,No,926625,64887,337
198,Width,1,926626,64887,337
221,Length,110,2388982,64887,337
306,Next Inspection by Staff,2025-05-25,2704726,64887,337
345,acs Accessible Priority,TBD,2948656,64887,337
347,Height,0.5,3018457,64887,337
226,Fall Height,-1,3023589,64887,337
360,PO2026 Agrmt Priority,Not Applicable,3079856,64887,337
3,GIS ID,structures.64888,361311,64888,337
67,"Material (Frame, Tank, Body)",Timber/Wood,466284,64888,337
204,acs Is Asset Accessible,TBD,926627,64888,337
205,acs Is the Route to the Asset Accessible,TBD,926628,64888,337
216,Decking Material,Timber,926629,64888,337
217,Structure Material,Timber,926630,64888,337
218,Has Pedestrian Railing,No railings,926631,64888,337
219,Has Edge Guard,No,926632,64888,337
198,Width,0,926633,64888,337
221,Length,10,2388984,64888,337
306,Next Inspection by Staff,2025-05-27,2704727,64888,337
345,acs Accessible Priority,TBD,2948657,64888,337
347,Height,1,3018458,64888,337
226,Fall Height,-1,3023590,64888,337
360,PO2026 Agrmt Priority,Not Applicable,3079857,64888,337
3,GIS ID,structures.64889,361315,64889,337
67,"Material (Frame, Tank, Body)",Timber/Wood,466290,64889,337
204,acs Is Asset Accessible,TBD,926634,64889,337
205,acs Is the Route to the Asset Accessible,TBD,926635,64889,337
216,Decking Material,Timber,926636,64889,337
217,Structure Material,Timber,926637,64889,337
218,Has Pedestrian Railing,No railings,926638,64889,337
219,Has Edge Guard,No,926639,64889,337
198,Width,0.00,926640,64889,337
221,Length,42,2388986,64889,337
306,Next Inspection by Staff,2025-05-25,2704728,64889,337
345,acs Accessible Priority,TBD,2948658,64889,337
347,Height,1,3018459,64889,337
226,Fall Height,-1,3023591,64889,337
360,PO2026 Agrmt Priority,Not Applicable,3079858,64889,337
3,GIS ID,structures.65422,363447,65422,337
67,"Material (Frame, Tank, Body)",Timber/Wood,942583,65422,337
198,Width,1,942584,65422,337
204,acs Is Asset Accessible,TBD,942585,65422,337
205,acs Is the Route to the Asset Accessible,TBD,942586,65422,337
216,Decking Material,Timber,942587,65422,337
217,Structure Material,TBD,942588,65422,337
218,Has Pedestrian Railing,No railings,942589,65422,337
221,Length,15,942590,65422,337
223,Load Capacity,0,942591,65422,337
228,Bridge Type,TBD,942592,65422,337
229,Abutment Material,TBD,942593,65422,337
231,Vehicle Access,No,942594,65422,337
219,Has Edge Guard,No,2378476,65422,337
209,Surface Material,Wood or Timber,2552367,65422,337
306,Next Inspection by Staff,2028-01-23,2705174,65422,337
293,Next Inspection by Qualified Professional,1986-01-01,2815980,65422,337
345,acs Accessible Priority,TBD,2948781,65422,337
347,Height,0,3018460,65422,337
226,Fall Height,-1,3023597,65422,337
292,Last Inspection by Qualified Professional,1981-01-01,3036994,65422,337
360,PO2026 Agrmt Priority,Not Applicable,3088165,65422,337
3,GIS ID,structures.65428,363471,65428,337
67,"Material (Frame, Tank, Body)",Timber/Wood,469091,65428,337
204,acs Is Asset Accessible,TBD,926648,65428,337
205,acs Is the Route to the Asset Accessible,TBD,926649,65428,337
216,Decking Material,Timber,926650,65428,337
217,Structure Material,Timber,926651,65428,337
218,Has Pedestrian Railing,No railings,926652,65428,337
219,Has Edge Guard,No,926653,65428,337
198,Width,0,926654,65428,337
221,Length,30,2388990,65428,337
306,Next Inspection by Staff,2026-05-01,2705180,65428,337
345,acs Accessible Priority,TBD,2948787,65428,337
347,Height,1,3018461,65428,337
226,Fall Height,-1,3023603,65428,337
360,PO2026 Agrmt Priority,Not Applicable,3088171,65428,337
3,GIS ID,structures.65429,363475,65429,337
67,"Material (Frame, Tank, Body)",Timber/Wood,469097,65429,337
204,acs Is Asset Accessible,Not Required,926655,65429,337
205,acs Is the Route to the Asset Accessible,Not Required,926656,65429,337
216,Decking Material,Timber,926657,65429,337
217,Structure Material,Timber,926658,65429,337
218,Has Pedestrian Railing,No railings,926659,65429,337
219,Has Edge Guard,No,926660,65429,337
198,Width,0,926661,65429,337
221,Length,26,2388992,65429,337
306,Next Inspection by Staff,2028-01-23,2705181,65429,337
345,acs Accessible Priority,Not Applicable,2819925,65429,337
347,Height,1,3018462,65429,337
360,PO2026 Agrmt Priority,Not Applicable,3077125,65429,337
3,GIS ID,structures.65430,363479,65430,337
67,"Material (Frame, Tank, Body)",Timber/Wood,469103,65430,337
204,acs Is Asset Accessible,TBD,926662,65430,337
205,acs Is the Route to the Asset Accessible,TBD,926663,65430,337
216,Decking Material,Timber,926664,65430,337
217,Structure Material,Timber,926665,65430,337
218,Has Pedestrian Railing,No railings,926666,65430,337
219,Has Edge Guard,No,926667,65430,337
198,Width,0,926668,65430,337
221,Length,14.6,2388994,65430,337
306,Next Inspection by Staff,2026-05-01,2705182,65430,337
345,acs Accessible Priority,TBD,2948788,65430,337
347,Height,1,3018463,65430,337
360,PO2026 Agrmt Priority,Not Applicable,3077126,65430,337
3,GIS ID,structures.66040,365919,66040,337
67,"Material (Frame, Tank, Body)",Timber/Wood,472294,66040,337
204,acs Is Asset Accessible,TBD,926669,66040,337
205,acs Is the Route to the Asset Accessible,TBD,926670,66040,337
216,Decking Material,Timber,926671,66040,337
217,Structure Material,Timber,926672,66040,337
218,Has Pedestrian Railing,No railings,926673,66040,337
219,Has Edge Guard,No,926674,66040,337
198,Width,0,926675,66040,337
221,Length,42,2388996,66040,337
306,Next Inspection by Staff,2025-07-26,2705664,66040,337
345,acs Accessible Priority,TBD,2948967,66040,337
347,Height,1,3018464,66040,337
226,Fall Height,-1,3023619,66040,337
360,PO2026 Agrmt Priority,med,3152743,66040,337
3,GIS ID,structures.66209,366595,66209,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473191,66209,337
204,acs Is Asset Accessible,TBD,926690,66209,337
205,acs Is the Route to the Asset Accessible,TBD,926691,66209,337
216,Decking Material,Timber,926692,66209,337
217,Structure Material,Timber,926693,66209,337
218,Has Pedestrian Railing,No railings,926694,66209,337
219,Has Edge Guard,No,926695,66209,337
198,Width,0,926696,66209,337
221,Length,22,2389002,66209,337
306,Next Inspection by Staff,2026-05-01,2705790,66209,337
345,acs Accessible Priority,TBD,2949036,66209,337
347,Height,1,3018465,66209,337
226,Fall Height,-1,3023632,66209,337
360,PO2026 Agrmt Priority,Not Applicable,3099917,66209,337
3,GIS ID,structures.66210,366599,66210,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473198,66210,337
204,acs Is Asset Accessible,TBD,926697,66210,337
205,acs Is the Route to the Asset Accessible,TBD,926698,66210,337
216,Decking Material,Timber,926699,66210,337
217,Structure Material,Timber,926700,66210,337
218,Has Pedestrian Railing,No railings,926701,66210,337
219,Has Edge Guard,No,926702,66210,337
198,Width,0,926703,66210,337
221,Length,21.65,2389004,66210,337
306,Next Inspection by Staff,2026-05-01,2705791,66210,337
345,acs Accessible Priority,TBD,2949037,66210,337
347,Height,1,3018466,66210,337
226,Fall Height,-1,3023633,66210,337
360,PO2026 Agrmt Priority,Not Applicable,3099918,66210,337
3,GIS ID,structures.66211,366603,66211,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473205,66211,337
204,acs Is Asset Accessible,TBD,926704,66211,337
205,acs Is the Route to the Asset Accessible,TBD,926705,66211,337
216,Decking Material,Timber,926706,66211,337
217,Structure Material,Timber,926707,66211,337
218,Has Pedestrian Railing,No railings,926708,66211,337
219,Has Edge Guard,No,926709,66211,337
198,Width,0,926710,66211,337
221,Length,500,2389006,66211,337
306,Next Inspection by Staff,2026-05-01,2705792,66211,337
345,acs Accessible Priority,TBD,2949038,66211,337
347,Height,1,3018467,66211,337
226,Fall Height,-1,3023634,66211,337
360,PO2026 Agrmt Priority,Not Applicable,3099919,66211,337
3,GIS ID,structures.66212,366607,66212,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473212,66212,337
204,acs Is Asset Accessible,TBD,926711,66212,337
205,acs Is the Route to the Asset Accessible,TBD,926712,66212,337
216,Decking Material,Timber,926713,66212,337
217,Structure Material,Timber,926714,66212,337
218,Has Pedestrian Railing,No railings,926715,66212,337
219,Has Edge Guard,No,926716,66212,337
198,Width,0,926717,66212,337
221,Length,100,2389008,66212,337
306,Next Inspection by Staff,2026-05-01,2705793,66212,337
345,acs Accessible Priority,TBD,2949039,66212,337
347,Height,1,3018468,66212,337
226,Fall Height,-1,3023635,66212,337
360,PO2026 Agrmt Priority,Not Applicable,3099920,66212,337
3,GIS ID,structures.66213,366611,66213,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473219,66213,337
204,acs Is Asset Accessible,TBD,926718,66213,337
205,acs Is the Route to the Asset Accessible,TBD,926719,66213,337
216,Decking Material,Timber,926720,66213,337
217,Structure Material,Timber,926721,66213,337
218,Has Pedestrian Railing,No railings,926722,66213,337
219,Has Edge Guard,No,926723,66213,337
198,Width,0,926724,66213,337
221,Length,100,2389010,66213,337
306,Next Inspection by Staff,2026-05-01,2705794,66213,337
345,acs Accessible Priority,TBD,2949040,66213,337
347,Height,1,3018469,66213,337
226,Fall Height,-1,3023636,66213,337
360,PO2026 Agrmt Priority,Not Applicable,3099921,66213,337
3,GIS ID,structures.66214,366615,66214,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473226,66214,337
204,acs Is Asset Accessible,TBD,926725,66214,337
205,acs Is the Route to the Asset Accessible,TBD,926726,66214,337
216,Decking Material,Timber,926727,66214,337
217,Structure Material,Timber,926728,66214,337
218,Has Pedestrian Railing,No railings,926729,66214,337
219,Has Edge Guard,No,926730,66214,337
198,Width,0,926731,66214,337
221,Length,100,2389012,66214,337
306,Next Inspection by Staff,2026-05-01,2705795,66214,337
345,acs Accessible Priority,TBD,2949041,66214,337
347,Height,1,3018470,66214,337
226,Fall Height,-1,3023637,66214,337
360,PO2026 Agrmt Priority,Not Applicable,3099922,66214,337
3,GIS ID,structures.66215,366619,66215,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473233,66215,337
204,acs Is Asset Accessible,TBD,926732,66215,337
205,acs Is the Route to the Asset Accessible,TBD,926733,66215,337
216,Decking Material,Timber,926734,66215,337
217,Structure Material,Timber,926735,66215,337
218,Has Pedestrian Railing,No railings,926736,66215,337
219,Has Edge Guard,No,926737,66215,337
198,Width,0,926738,66215,337
221,Length,11,2389014,66215,337
306,Next Inspection by Staff,2026-05-01,2705796,66215,337
345,acs Accessible Priority,TBD,2949042,66215,337
347,Height,1,3018471,66215,337
226,Fall Height,-1,3023638,66215,337
360,PO2026 Agrmt Priority,Not Applicable,3099923,66215,337
3,GIS ID,structures.66216,366623,66216,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473240,66216,337
204,acs Is Asset Accessible,TBD,926739,66216,337
205,acs Is the Route to the Asset Accessible,TBD,926740,66216,337
216,Decking Material,Timber,926741,66216,337
217,Structure Material,Timber,926742,66216,337
218,Has Pedestrian Railing,No railings,926743,66216,337
219,Has Edge Guard,No,926744,66216,337
198,Width,0,926745,66216,337
221,Length,500,2389016,66216,337
306,Next Inspection by Staff,2026-05-01,2705797,66216,337
345,acs Accessible Priority,TBD,2949043,66216,337
347,Height,1,3018472,66216,337
226,Fall Height,-1,3023639,66216,337
360,PO2026 Agrmt Priority,Not Applicable,3099924,66216,337
3,GIS ID,structures.66217,366627,66217,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473247,66217,337
204,acs Is Asset Accessible,TBD,926746,66217,337
205,acs Is the Route to the Asset Accessible,TBD,926747,66217,337
216,Decking Material,Timber,926748,66217,337
217,Structure Material,Timber,926749,66217,337
218,Has Pedestrian Railing,No railings,926750,66217,337
219,Has Edge Guard,No,926751,66217,337
198,Width,0,926752,66217,337
221,Length,150,2389018,66217,337
306,Next Inspection by Staff,2026-05-01,2705798,66217,337
345,acs Accessible Priority,TBD,2949044,66217,337
347,Height,1,3018473,66217,337
226,Fall Height,-1,3023640,66217,337
360,PO2026 Agrmt Priority,Not Applicable,3099925,66217,337
3,GIS ID,structures.66218,366631,66218,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473254,66218,337
204,acs Is Asset Accessible,TBD,926753,66218,337
205,acs Is the Route to the Asset Accessible,TBD,926754,66218,337
216,Decking Material,Timber,926755,66218,337
217,Structure Material,Timber,926756,66218,337
218,Has Pedestrian Railing,No railings,926757,66218,337
219,Has Edge Guard,No,926758,66218,337
198,Width,0,926759,66218,337
221,Length,100,2389020,66218,337
306,Next Inspection by Staff,2026-05-01,2705799,66218,337
345,acs Accessible Priority,TBD,2949045,66218,337
347,Height,1,3018474,66218,337
226,Fall Height,-1,3023641,66218,337
360,PO2026 Agrmt Priority,Not Applicable,3099926,66218,337
3,GIS ID,structures.66219,366635,66219,337
67,"Material (Frame, Tank, Body)",Timber/Wood,473261,66219,337
204,acs Is Asset Accessible,TBD,926760,66219,337
205,acs Is the Route to the Asset Accessible,TBD,926761,66219,337
216,Decking Material,Timber,926762,66219,337
217,Structure Material,Timber,926763,66219,337
218,Has Pedestrian Railing,No railings,926764,66219,337
219,Has Edge Guard,No,926765,66219,337
198,Width,0,926766,66219,337
221,Length,100,2389022,66219,337
306,Next Inspection by Staff,2026-05-01,2705800,66219,337
345,acs Accessible Priority,TBD,2949046,66219,337
347,Height,1,3018475,66219,337
226,Fall Height,-1,3023642,66219,337
360,PO2026 Agrmt Priority,Not Applicable,3099927,66219,337
3,GIS ID,structures.66539,367915,66539,337
67,"Material (Frame, Tank, Body)",Timber/Wood,474917,66539,337
204,acs Is Asset Accessible,TBD,926767,66539,337
205,acs Is the Route to the Asset Accessible,TBD,926768,66539,337
216,Decking Material,Timber,926769,66539,337
217,Structure Material,Timber,926770,66539,337
218,Has Pedestrian Railing,No railings,926771,66539,337
219,Has Edge Guard,No,926772,66539,337
198,Width,0,926773,66539,337
221,Length,100,2389024,66539,337
306,Next Inspection by Staff,2028-07-11,2706064,66539,337
345,acs Accessible Priority,TBD,2949118,66539,337
347,Height,1,3018476,66539,337
226,Fall Height,-1,3023645,66539,337
360,PO2026 Agrmt Priority,Not Applicable,3080127,66539,337
3,GIS ID,structures.66927,369467,66927,337
67,"Material (Frame, Tank, Body)",Timber/Wood,476957,66927,337
204,acs Is Asset Accessible,TBD,926774,66927,337
205,acs Is the Route to the Asset Accessible,TBD,926775,66927,337
216,Decking Material,Timber,926776,66927,337
217,Structure Material,Timber,926777,66927,337
218,Has Pedestrian Railing,No railings,926778,66927,337
219,Has Edge Guard,No,926779,66927,337
198,Width,0,926780,66927,337
221,Length,500,2389026,66927,337
306,Next Inspection by Staff,2028-08-13,2706382,66927,337
345,acs Accessible Priority,TBD,2949220,66927,337
347,Height,1,3018477,66927,337
226,Fall Height,-1,3023654,66927,337
360,PO2026 Agrmt Priority,Not Applicable,3080241,66927,337
3,GIS ID,structures.66928,369471,66928,337
67,"Material (Frame, Tank, Body)",Timber/Wood,476963,66928,337
204,acs Is Asset Accessible,TBD,926781,66928,337
205,acs Is the Route to the Asset Accessible,TBD,926782,66928,337
216,Decking Material,Timber,926783,66928,337
217,Structure Material,Timber,926784,66928,337
218,Has Pedestrian Railing,No railings,926785,66928,337
219,Has Edge Guard,No,926786,66928,337
198,Width,0,926787,66928,337
221,Length,200,2389028,66928,337
306,Next Inspection by Staff,2025-05-11,2706383,66928,337
345,acs Accessible Priority,TBD,2949221,66928,337
347,Height,1,3018478,66928,337
226,Fall Height,-1,3023655,66928,337
360,PO2026 Agrmt Priority,Not Applicable,3080242,66928,337
3,GIS ID,structures.66929,369475,66929,337
67,"Material (Frame, Tank, Body)",Timber/Wood,476969,66929,337
204,acs Is Asset Accessible,TBD,926788,66929,337
205,acs Is the Route to the Asset Accessible,TBD,926789,66929,337
216,Decking Material,Timber,926790,66929,337
217,Structure Material,Timber,926791,66929,337
218,Has Pedestrian Railing,No railings,926792,66929,337
219,Has Edge Guard,No,926793,66929,337
198,Width,0,926794,66929,337
221,Length,200,2389030,66929,337
306,Next Inspection by Staff,2025-05-11,2706384,66929,337
345,acs Accessible Priority,TBD,2949222,66929,337
347,Height,1,3018479,66929,337
226,Fall Height,-1,3023656,66929,337
360,PO2026 Agrmt Priority,Not Applicable,3080243,66929,337
3,GIS ID,structures.66930,369479,66930,337
67,"Material (Frame, Tank, Body)",Timber/Wood,476975,66930,337
204,acs Is Asset Accessible,TBD,926795,66930,337
205,acs Is the Route to the Asset Accessible,TBD,926796,66930,337
216,Decking Material,Timber,926797,66930,337
217,Structure Material,Timber,926798,66930,337
218,Has Pedestrian Railing,No railings,926799,66930,337
219,Has Edge Guard,No,926800,66930,337
198,Width,0,926801,66930,337
221,Length,100,2389032,66930,337
306,Next Inspection by Staff,2025-05-11,2706385,66930,337
345,acs Accessible Priority,TBD,2949223,66930,337
347,Height,1,3018480,66930,337
226,Fall Height,-1,3023657,66930,337
360,PO2026 Agrmt Priority,Not Applicable,3080244,66930,337
3,GIS ID,structures.66931,369483,66931,337
