attribute_definition_id,attribute_definition_name,value,id,asset_id,profile_id
204,acs Is Asset Accessible,TBD,926312,64242,337
205,acs Is the Route to the Asset Accessible,TBD,926313,64242,337
216,Decking Material,TBD,926314,64242,337
217,Structure Material,TBD,926315,64242,337
218,Has Pedestrian Railing,No railings,926316,64242,337
219,Has Edge Guard,No,926317,64242,337
198,Width,0.00,926318,64242,337
221,Length,0.00,2388894,64242,337
306,Next Inspection by Staff,2025-10-19,2704197,64242,337
345,acs Accessible Priority,TBD,2948400,64242,337
347,Height,0,3018417,64242,337
226,Fall Height,-1,3023467,64242,337
360,PO2026 Agrmt Priority,Not Applicable,3099750,64242,337
3,GIS ID,structures.64244,358735,64244,337
67,"Material (Frame, Tank, Body)",TBD,462980,64244,337
204,acs Is Asset Accessible,TBD,926326,64244,337
205,acs Is the Route to the Asset Accessible,TBD,926327,64244,337
216,Decking Material,TBD,926328,64244,337
217,Structure Material,TBD,926329,64244,337
218,Has Pedestrian Railing,No railings,926330,64244,337
219,Has Edge Guard,No,926331,64244,337
198,Width,0.00,926332,64244,337
221,Length,0.00,2388898,64244,337
306,Next Inspection by Staff,2025-10-19,2704198,64244,337
345,acs Accessible Priority,TBD,2948401,64244,337
347,Height,0,3018418,64244,337
226,Fall Height,-1,3023468,64244,337
360,PO2026 Agrmt Priority,Not Applicable,3099751,64244,337
3,GIS ID,structures.64245,358739,64245,337
67,"Material (Frame, Tank, Body)",TBD,462985,64245,337
204,acs Is Asset Accessible,TBD,926333,64245,337
205,acs Is the Route to the Asset Accessible,TBD,926334,64245,337
216,Decking Material,Timber,926335,64245,337
217,Structure Material,Timber,926336,64245,337
218,Has Pedestrian Railing,No railings,926337,64245,337
219,Has Edge Guard,No,926338,64245,337
198,Width,1,926339,64245,337
221,Length,7.5,2388900,64245,337
306,Next Inspection by Staff,2025-10-19,2704199,64245,337
345,acs Accessible Priority,TBD,2948402,64245,337
347,Height,0.5,3018419,64245,337
226,Fall Height,-1,3023469,64245,337
360,PO2026 Agrmt Priority,Not Applicable,3099752,64245,337
3,GIS ID,structures.64246,358743,64246,337
67,"Material (Frame, Tank, Body)",Timber/Wood,462990,64246,337
204,acs Is Asset Accessible,TBD,926340,64246,337
205,acs Is the Route to the Asset Accessible,TBD,926341,64246,337
216,Decking Material,Timber,926342,64246,337
217,Structure Material,TBD,926343,64246,337
218,Has Pedestrian Railing,No railings,926344,64246,337
219,Has Edge Guard,No,926345,64246,337
198,Width,0.5,926346,64246,337
221,Length,7,2388902,64246,337
306,Next Inspection by Staff,2025-10-19,2704200,64246,337
345,acs Accessible Priority,TBD,2948403,64246,337
347,Height,0.5,3018420,64246,337
226,Fall Height,-1,3023470,64246,337
360,PO2026 Agrmt Priority,Not Applicable,3099753,64246,337
3,GIS ID,structures.64247,358747,64247,337
67,"Material (Frame, Tank, Body)",TBD,462995,64247,337
204,acs Is Asset Accessible,TBD,926347,64247,337
205,acs Is the Route to the Asset Accessible,TBD,926348,64247,337
216,Decking Material,TBD,926349,64247,337
217,Structure Material,TBD,926350,64247,337
218,Has Pedestrian Railing,No railings,926351,64247,337
219,Has Edge Guard,No,926352,64247,337
198,Width,0.00,926353,64247,337
221,Length,0.00,2388904,64247,337
306,Next Inspection by Staff,2025-10-19,2704201,64247,337
345,acs Accessible Priority,TBD,2948404,64247,337
347,Height,0,3018421,64247,337
226,Fall Height,-1,3023471,64247,337
360,PO2026 Agrmt Priority,Not Applicable,3099754,64247,337
3,GIS ID,structures.64248,358751,64248,337
67,"Material (Frame, Tank, Body)",TBD,463000,64248,337
204,acs Is Asset Accessible,TBD,926354,64248,337
205,acs Is the Route to the Asset Accessible,TBD,926355,64248,337
216,Decking Material,TBD,926356,64248,337
217,Structure Material,TBD,926357,64248,337
218,Has Pedestrian Railing,No railings,926358,64248,337
219,Has Edge Guard,No,926359,64248,337
198,Width,0.00,926360,64248,337
221,Length,0.00,2388906,64248,337
306,Next Inspection by Staff,2025-10-19,2704202,64248,337
345,acs Accessible Priority,TBD,2948405,64248,337
347,Height,0,3018422,64248,337
226,Fall Height,-1,3023472,64248,337
360,PO2026 Agrmt Priority,Not Applicable,3099755,64248,337
3,GIS ID,structures.64249,358755,64249,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463005,64249,337
204,acs Is Asset Accessible,TBD,926361,64249,337
205,acs Is the Route to the Asset Accessible,TBD,926362,64249,337
216,Decking Material,Timber,926363,64249,337
217,Structure Material,Timber,926364,64249,337
218,Has Pedestrian Railing,No railings,926365,64249,337
219,Has Edge Guard,No,926366,64249,337
198,Width,0.00,926367,64249,337
221,Length,3.30,2388908,64249,337
306,Next Inspection by Staff,2026-05-01,2704203,64249,337
345,acs Accessible Priority,TBD,2948406,64249,337
347,Height,1,3018423,64249,337
226,Fall Height,-1,3023473,64249,337
360,PO2026 Agrmt Priority,med,3134393,64249,337
3,GIS ID,structures.64250,358759,64250,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463010,64250,337
204,acs Is Asset Accessible,TBD,926368,64250,337
205,acs Is the Route to the Asset Accessible,TBD,926369,64250,337
216,Decking Material,Timber,926370,64250,337
217,Structure Material,Timber,926371,64250,337
218,Has Pedestrian Railing,No railings,926372,64250,337
219,Has Edge Guard,No,926373,64250,337
198,Width,0,926374,64250,337
221,Length,0,2388910,64250,337
306,Next Inspection by Staff,2025-10-19,2704204,64250,337
345,acs Accessible Priority,TBD,2948407,64250,337
347,Height,0,3018424,64250,337
226,Fall Height,-1,3023474,64250,337
360,PO2026 Agrmt Priority,Not Applicable,3099756,64250,337
3,GIS ID,structures.64251,358763,64251,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463015,64251,337
204,acs Is Asset Accessible,TBD,926375,64251,337
205,acs Is the Route to the Asset Accessible,TBD,926376,64251,337
216,Decking Material,Timber,926377,64251,337
217,Structure Material,Timber,926378,64251,337
218,Has Pedestrian Railing,No railings,926379,64251,337
219,Has Edge Guard,No,926380,64251,337
198,Width,1,926381,64251,337
221,Length,7.5,2388912,64251,337
306,Next Inspection by Staff,2025-10-19,2704205,64251,337
345,acs Accessible Priority,TBD,2948408,64251,337
347,Height,0.5,3018425,64251,337
226,Fall Height,-1,3023475,64251,337
360,PO2026 Agrmt Priority,Not Applicable,3099757,64251,337
3,GIS ID,structures.64252,358767,64252,337
67,"Material (Frame, Tank, Body)",TBD,463020,64252,337
204,acs Is Asset Accessible,TBD,926382,64252,337
205,acs Is the Route to the Asset Accessible,TBD,926383,64252,337
216,Decking Material,TBD,926384,64252,337
217,Structure Material,TBD,926385,64252,337
218,Has Pedestrian Railing,No railings,926386,64252,337
219,Has Edge Guard,No,926387,64252,337
198,Width,0.00,926388,64252,337
221,Length,0.00,2388914,64252,337
306,Next Inspection by Staff,2025-10-19,2704206,64252,337
345,acs Accessible Priority,TBD,2948409,64252,337
347,Height,0,3018426,64252,337
226,Fall Height,-1,3023476,64252,337
360,PO2026 Agrmt Priority,Not Applicable,3099758,64252,337
3,GIS ID,structures.64253,358771,64253,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463026,64253,337
204,acs Is Asset Accessible,TBD,926389,64253,337
205,acs Is the Route to the Asset Accessible,TBD,926390,64253,337
216,Decking Material,Timber,926391,64253,337
217,Structure Material,Timber,926392,64253,337
218,Has Pedestrian Railing,No railings,926393,64253,337
219,Has Edge Guard,No,926394,64253,337
198,Width,0,926395,64253,337
221,Length,3,2388916,64253,337
306,Next Inspection by Staff,2026-05-01,2704207,64253,337
345,acs Accessible Priority,TBD,2948410,64253,337
347,Height,1,3018427,64253,337
226,Fall Height,-1,3023477,64253,337
360,PO2026 Agrmt Priority,med,3134394,64253,337
3,GIS ID,structures.64254,358775,64254,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463032,64254,337
204,acs Is Asset Accessible,TBD,926396,64254,337
205,acs Is the Route to the Asset Accessible,TBD,926397,64254,337
216,Decking Material,Timber,926398,64254,337
217,Structure Material,Timber,926399,64254,337
218,Has Pedestrian Railing,No railings,926400,64254,337
219,Has Edge Guard,No,926401,64254,337
198,Width,0,926402,64254,337
221,Length,3,2388918,64254,337
306,Next Inspection by Staff,2026-05-01,2704208,64254,337
345,acs Accessible Priority,TBD,2948411,64254,337
347,Height,1,3018428,64254,337
226,Fall Height,-1,3023478,64254,337
360,PO2026 Agrmt Priority,med,3134395,64254,337
3,GIS ID,structures.64255,358779,64255,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463038,64255,337
204,acs Is Asset Accessible,TBD,926403,64255,337
205,acs Is the Route to the Asset Accessible,TBD,926404,64255,337
216,Decking Material,Timber,926405,64255,337
217,Structure Material,Timber,926406,64255,337
218,Has Pedestrian Railing,No railings,926407,64255,337
219,Has Edge Guard,No,926408,64255,337
198,Width,0,926409,64255,337
221,Length,3,2388920,64255,337
306,Next Inspection by Staff,2026-05-01,2704209,64255,337
345,acs Accessible Priority,TBD,2948412,64255,337
347,Height,1,3018429,64255,337
226,Fall Height,-1,3023479,64255,337
360,PO2026 Agrmt Priority,med,3134396,64255,337
3,GIS ID,structures.64256,358783,64256,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463044,64256,337
204,acs Is Asset Accessible,TBD,926410,64256,337
205,acs Is the Route to the Asset Accessible,TBD,926411,64256,337
216,Decking Material,Timber,926412,64256,337
217,Structure Material,Timber,926413,64256,337
218,Has Pedestrian Railing,No railings,926414,64256,337
219,Has Edge Guard,No,926415,64256,337
198,Width,0,926416,64256,337
221,Length,3,2388922,64256,337
306,Next Inspection by Staff,2026-05-01,2704210,64256,337
345,acs Accessible Priority,TBD,2948413,64256,337
347,Height,1,3018430,64256,337
226,Fall Height,-1,3023480,64256,337
360,PO2026 Agrmt Priority,med,3134397,64256,337
3,GIS ID,structures.64257,358787,64257,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463050,64257,337
204,acs Is Asset Accessible,TBD,926417,64257,337
205,acs Is the Route to the Asset Accessible,TBD,926418,64257,337
216,Decking Material,Timber,926419,64257,337
217,Structure Material,Timber,926420,64257,337
218,Has Pedestrian Railing,No railings,926421,64257,337
219,Has Edge Guard,No,926422,64257,337
198,Width,0,926423,64257,337
221,Length,3,2388924,64257,337
306,Next Inspection by Staff,2026-05-01,2704211,64257,337
345,acs Accessible Priority,TBD,2948414,64257,337
347,Height,1,3018431,64257,337
226,Fall Height,-1,3023481,64257,337
360,PO2026 Agrmt Priority,med,3134398,64257,337
3,GIS ID,structures.64258,358791,64258,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463056,64258,337
204,acs Is Asset Accessible,No,926424,64258,337
205,acs Is the Route to the Asset Accessible,TBD,926425,64258,337
216,Decking Material,Timber,926426,64258,337
217,Structure Material,TBD,926427,64258,337
218,Has Pedestrian Railing,No railings,926428,64258,337
219,Has Edge Guard,No,926429,64258,337
198,Width,0.5,926430,64258,337
221,Length,5,2388926,64258,337
306,Next Inspection by Staff,2025-10-19,2704212,64258,337
345,acs Accessible Priority,TBD,2948415,64258,337
347,Height,0,3018432,64258,337
226,Fall Height,-1,3023482,64258,337
360,PO2026 Agrmt Priority,Not Applicable,3099759,64258,337
3,GIS ID,structures.64259,358795,64259,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463061,64259,337
204,acs Is Asset Accessible,TBD,926431,64259,337
205,acs Is the Route to the Asset Accessible,TBD,926432,64259,337
216,Decking Material,Timber,926433,64259,337
217,Structure Material,Timber,926434,64259,337
218,Has Pedestrian Railing,No railings,926435,64259,337
219,Has Edge Guard,No,926436,64259,337
198,Width,0.00,926437,64259,337
221,Length,3.00,2388928,64259,337
306,Next Inspection by Staff,2025-09-26,2704213,64259,337
345,acs Accessible Priority,TBD,2948416,64259,337
347,Height,1,3018433,64259,337
226,Fall Height,-1,3023483,64259,337
360,PO2026 Agrmt Priority,med,3134399,64259,337
3,GIS ID,structures.64260,358799,64260,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463067,64260,337
204,acs Is Asset Accessible,TBD,926438,64260,337
205,acs Is the Route to the Asset Accessible,TBD,926439,64260,337
216,Decking Material,Timber,926440,64260,337
217,Structure Material,Timber,926441,64260,337
218,Has Pedestrian Railing,No railings,926442,64260,337
219,Has Edge Guard,No,926443,64260,337
198,Width,0.00,926444,64260,337
221,Length,3,2388930,64260,337
306,Next Inspection by Staff,2025-08-23,2704214,64260,337
345,acs Accessible Priority,TBD,2948417,64260,337
347,Height,1,3018434,64260,337
226,Fall Height,-1,3023484,64260,337
360,PO2026 Agrmt Priority,med,3134400,64260,337
3,GIS ID,structures.64261,358803,64261,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463073,64261,337
204,acs Is Asset Accessible,TBD,926445,64261,337
205,acs Is the Route to the Asset Accessible,TBD,926446,64261,337
216,Decking Material,Timber,926447,64261,337
217,Structure Material,Timber,926448,64261,337
218,Has Pedestrian Railing,No railings,926449,64261,337
219,Has Edge Guard,No,926450,64261,337
198,Width,0,926451,64261,337
221,Length,3,2388932,64261,337
306,Next Inspection by Staff,2025-08-23,2704215,64261,337
345,acs Accessible Priority,TBD,2948418,64261,337
347,Height,1,3018435,64261,337
226,Fall Height,-1,3023485,64261,337
360,PO2026 Agrmt Priority,med,3134401,64261,337
3,GIS ID,structures.64262,358807,64262,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463079,64262,337
204,acs Is Asset Accessible,TBD,926452,64262,337
205,acs Is the Route to the Asset Accessible,TBD,926453,64262,337
216,Decking Material,Timber,926454,64262,337
217,Structure Material,Timber,926455,64262,337
218,Has Pedestrian Railing,No railings,926456,64262,337
219,Has Edge Guard,No,926457,64262,337
198,Width,0,926458,64262,337
221,Length,3,2388934,64262,337
306,Next Inspection by Staff,2026-05-01,2704216,64262,337
345,acs Accessible Priority,TBD,2948419,64262,337
347,Height,1,3018436,64262,337
226,Fall Height,-1,3023486,64262,337
360,PO2026 Agrmt Priority,med,3134402,64262,337
3,GIS ID,structures.64263,358811,64263,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463085,64263,337
204,acs Is Asset Accessible,TBD,926459,64263,337
205,acs Is the Route to the Asset Accessible,TBD,926460,64263,337
216,Decking Material,Timber,926461,64263,337
217,Structure Material,Timber,926462,64263,337
218,Has Pedestrian Railing,No railings,926463,64263,337
219,Has Edge Guard,No,926464,64263,337
198,Width,0,926465,64263,337
221,Length,3,2388936,64263,337
306,Next Inspection by Staff,2026-05-01,2704217,64263,337
345,acs Accessible Priority,TBD,2948420,64263,337
347,Height,1,3018437,64263,337
226,Fall Height,-1,3023487,64263,337
360,PO2026 Agrmt Priority,Not Applicable,3099760,64263,337
3,GIS ID,structures.64264,358815,64264,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463091,64264,337
204,acs Is Asset Accessible,TBD,926466,64264,337
205,acs Is the Route to the Asset Accessible,TBD,926467,64264,337
216,Decking Material,Timber,926468,64264,337
217,Structure Material,Timber,926469,64264,337
218,Has Pedestrian Railing,No railings,926470,64264,337
219,Has Edge Guard,No,926471,64264,337
198,Width,0,926472,64264,337
221,Length,3,2388938,64264,337
306,Next Inspection by Staff,2026-05-01,2704218,64264,337
345,acs Accessible Priority,TBD,2948421,64264,337
347,Height,1,3018438,64264,337
226,Fall Height,-1,3023488,64264,337
360,PO2026 Agrmt Priority,Not Applicable,3099761,64264,337
3,GIS ID,structures.64266,358823,64266,337
67,"Material (Frame, Tank, Body)",TBD,463102,64266,337
204,acs Is Asset Accessible,TBD,926480,64266,337
205,acs Is the Route to the Asset Accessible,TBD,926481,64266,337
216,Decking Material,TBD,926482,64266,337
217,Structure Material,TBD,926483,64266,337
218,Has Pedestrian Railing,No railings,926484,64266,337
219,Has Edge Guard,No,926485,64266,337
198,Width,0.00,926486,64266,337
221,Length,0.00,2388942,64266,337
306,Next Inspection by Staff,2025-10-19,2704219,64266,337
345,acs Accessible Priority,TBD,2948422,64266,337
347,Height,0,3018439,64266,337
226,Fall Height,-1,3023489,64266,337
360,PO2026 Agrmt Priority,Not Applicable,3099762,64266,337
3,GIS ID,structures.64267,358827,64267,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463107,64267,337
204,acs Is Asset Accessible,TBD,926487,64267,337
205,acs Is the Route to the Asset Accessible,TBD,926488,64267,337
216,Decking Material,Timber,926489,64267,337
217,Structure Material,Timber,926490,64267,337
218,Has Pedestrian Railing,No railings,926491,64267,337
219,Has Edge Guard,No,926492,64267,337
198,Width,0.00,926493,64267,337
221,Length,2.40,2388944,64267,337
306,Next Inspection by Staff,2026-05-01,2704220,64267,337
345,acs Accessible Priority,TBD,2948423,64267,337
347,Height,1,3018440,64267,337
226,Fall Height,-1,3023490,64267,337
360,PO2026 Agrmt Priority,med,3134403,64267,337
3,GIS ID,structures.64268,358831,64268,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463112,64268,337
204,acs Is Asset Accessible,TBD,926494,64268,337
205,acs Is the Route to the Asset Accessible,TBD,926495,64268,337
216,Decking Material,Timber,926496,64268,337
217,Structure Material,Timber,926497,64268,337
218,Has Pedestrian Railing,No railings,926498,64268,337
219,Has Edge Guard,No,926499,64268,337
198,Width,0,926500,64268,337
221,Length,2,2388946,64268,337
306,Next Inspection by Staff,2026-05-01,2704221,64268,337
345,acs Accessible Priority,TBD,2948424,64268,337
347,Height,1,3018441,64268,337
226,Fall Height,-1,3023491,64268,337
360,PO2026 Agrmt Priority,med,3134404,64268,337
3,GIS ID,structures.64269,358835,64269,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463118,64269,337
204,acs Is Asset Accessible,TBD,926501,64269,337
205,acs Is the Route to the Asset Accessible,TBD,926502,64269,337
216,Decking Material,Timber,926503,64269,337
217,Structure Material,Timber,926504,64269,337
218,Has Pedestrian Railing,No railings,926505,64269,337
219,Has Edge Guard,No,926506,64269,337
198,Width,0,926507,64269,337
221,Length,2,2388948,64269,337
306,Next Inspection by Staff,2026-05-01,2704222,64269,337
345,acs Accessible Priority,TBD,2948425,64269,337
347,Height,1,3018442,64269,337
226,Fall Height,-1,3023492,64269,337
360,PO2026 Agrmt Priority,med,3134405,64269,337
3,GIS ID,structures.64270,358839,64270,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463124,64270,337
204,acs Is Asset Accessible,TBD,926508,64270,337
205,acs Is the Route to the Asset Accessible,TBD,926509,64270,337
216,Decking Material,Timber,926510,64270,337
217,Structure Material,Timber,926511,64270,337
218,Has Pedestrian Railing,No railings,926512,64270,337
219,Has Edge Guard,No,926513,64270,337
198,Width,0,926514,64270,337
221,Length,2,2388950,64270,337
306,Next Inspection by Staff,2026-05-01,2704223,64270,337
345,acs Accessible Priority,TBD,2948426,64270,337
347,Height,1,3018443,64270,337
226,Fall Height,-1,3023493,64270,337
360,PO2026 Agrmt Priority,Not Applicable,3099763,64270,337
3,GIS ID,structures.64271,358843,64271,337
67,"Material (Frame, Tank, Body)",TBD,463131,64271,337
204,acs Is Asset Accessible,TBD,926515,64271,337
205,acs Is the Route to the Asset Accessible,TBD,926516,64271,337
216,Decking Material,TBD,926517,64271,337
217,Structure Material,TBD,926518,64271,337
218,Has Pedestrian Railing,No railings,926519,64271,337
219,Has Edge Guard,No,926520,64271,337
198,Width,0.00,926521,64271,337
221,Length,0.00,2388952,64271,337
306,Next Inspection by Staff,2025-10-19,2704224,64271,337
345,acs Accessible Priority,TBD,2948427,64271,337
347,Height,0,3018444,64271,337
226,Fall Height,-1,3023494,64271,337
360,PO2026 Agrmt Priority,Not Applicable,3099764,64271,337
3,GIS ID,structures.64272,358847,64272,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463136,64272,337
204,acs Is Asset Accessible,No,926522,64272,337
205,acs Is the Route to the Asset Accessible,No,926523,64272,337
216,Decking Material,Timber,926524,64272,337
217,Structure Material,Timber,926525,64272,337
218,Has Pedestrian Railing,No railings,926526,64272,337
219,Has Edge Guard,No,926527,64272,337
198,Width,1,926528,64272,337
221,Length,7,2388954,64272,337
306,Next Inspection by Staff,2025-08-23,2704225,64272,337
345,acs Accessible Priority,TBD,2948428,64272,337
347,Height,1,3018445,64272,337
226,Fall Height,-1,3023495,64272,337
360,PO2026 Agrmt Priority,med,3134406,64272,337
3,GIS ID,structures.64273,358851,64273,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463142,64273,337
204,acs Is Asset Accessible,TBD,926529,64273,337
205,acs Is the Route to the Asset Accessible,TBD,926530,64273,337
216,Decking Material,Timber,926531,64273,337
217,Structure Material,Timber,926532,64273,337
218,Has Pedestrian Railing,No railings,926533,64273,337
219,Has Edge Guard,No,926534,64273,337
198,Width,0.00,926535,64273,337
221,Length,2,2388956,64273,337
306,Next Inspection by Staff,2025-08-23,2704226,64273,337
345,acs Accessible Priority,TBD,2948429,64273,337
347,Height,1,3018446,64273,337
226,Fall Height,-1,3023496,64273,337
360,PO2026 Agrmt Priority,med,3134407,64273,337
3,GIS ID,structures.64274,358855,64274,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463148,64274,337
204,acs Is Asset Accessible,TBD,926536,64274,337
205,acs Is the Route to the Asset Accessible,TBD,926537,64274,337
216,Decking Material,Timber,926538,64274,337
217,Structure Material,Timber,926539,64274,337
218,Has Pedestrian Railing,No railings,926540,64274,337
219,Has Edge Guard,No,926541,64274,337
198,Width,0,926542,64274,337
221,Length,2,2388958,64274,337
306,Next Inspection by Staff,2025-08-23,2704227,64274,337
345,acs Accessible Priority,TBD,2948430,64274,337
347,Height,1,3018447,64274,337
226,Fall Height,-1,3023497,64274,337
360,PO2026 Agrmt Priority,med,3134408,64274,337
3,GIS ID,structures.64275,358859,64275,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463154,64275,337
204,acs Is Asset Accessible,TBD,926543,64275,337
205,acs Is the Route to the Asset Accessible,TBD,926544,64275,337
216,Decking Material,Timber,926545,64275,337
217,Structure Material,Timber,926546,64275,337
218,Has Pedestrian Railing,No railings,926547,64275,337
219,Has Edge Guard,No,926548,64275,337
198,Width,0,926549,64275,337
221,Length,2,2388960,64275,337
306,Next Inspection by Staff,2026-05-01,2704228,64275,337
345,acs Accessible Priority,TBD,2948431,64275,337
347,Height,1,3018448,64275,337
226,Fall Height,-1,3023498,64275,337
360,PO2026 Agrmt Priority,Not Applicable,3099765,64275,337
3,GIS ID,structures.64276,358863,64276,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463160,64276,337
204,acs Is Asset Accessible,TBD,926550,64276,337
205,acs Is the Route to the Asset Accessible,TBD,926551,64276,337
216,Decking Material,Timber,926552,64276,337
217,Structure Material,Timber,926553,64276,337
218,Has Pedestrian Railing,No railings,926554,64276,337
219,Has Edge Guard,No,926555,64276,337
198,Width,0,926556,64276,337
221,Length,30,2388962,64276,337
306,Next Inspection by Staff,2025-08-16,2704229,64276,337
345,acs Accessible Priority,TBD,2948432,64276,337
347,Height,1,3018449,64276,337
226,Fall Height,-1,3023499,64276,337
360,PO2026 Agrmt Priority,Not Applicable,3099766,64276,337
3,GIS ID,structures.64277,358867,64277,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463165,64277,337
204,acs Is Asset Accessible,TBD,926557,64277,337
205,acs Is the Route to the Asset Accessible,TBD,926558,64277,337
216,Decking Material,Timber,926559,64277,337
217,Structure Material,Timber,926560,64277,337
218,Has Pedestrian Railing,No railings,926561,64277,337
219,Has Edge Guard,No,926562,64277,337
198,Width,1,926563,64277,337
221,Length,40,2388964,64277,337
306,Next Inspection by Staff,2025-10-19,2704230,64277,337
345,acs Accessible Priority,TBD,2948433,64277,337
347,Height,0.5,3018450,64277,337
226,Fall Height,-1,3023500,64277,337
360,PO2026 Agrmt Priority,Not Applicable,3099767,64277,337
3,GIS ID,structures.64278,358871,64278,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463170,64278,337
204,acs Is Asset Accessible,TBD,926564,64278,337
205,acs Is the Route to the Asset Accessible,TBD,926565,64278,337
216,Decking Material,Timber,926566,64278,337
217,Structure Material,TBD,926567,64278,337
218,Has Pedestrian Railing,No railings,926568,64278,337
219,Has Edge Guard,No,926569,64278,337
198,Width,1,926570,64278,337
221,Length,2,2388966,64278,337
306,Next Inspection by Staff,2025-10-19,2704231,64278,337
345,acs Accessible Priority,TBD,2948434,64278,337
347,Height,0.5,3018451,64278,337
226,Fall Height,-1,3023501,64278,337
360,PO2026 Agrmt Priority,Not Applicable,3099768,64278,337
3,GIS ID,structures.64281,358883,64281,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463185,64281,337
204,acs Is Asset Accessible,TBD,926585,64281,337
205,acs Is the Route to the Asset Accessible,TBD,926586,64281,337
216,Decking Material,Timber,926587,64281,337
217,Structure Material,Timber,926588,64281,337
218,Has Pedestrian Railing,No railings,926589,64281,337
219,Has Edge Guard,No,926590,64281,337
198,Width,0,926591,64281,337
221,Length,9,2388972,64281,337
306,Next Inspection by Staff,2026-05-01,2704232,64281,337
345,acs Accessible Priority,TBD,2948435,64281,337
347,Height,1,3018452,64281,337
226,Fall Height,-1,3023502,64281,337
360,PO2026 Agrmt Priority,med,3134409,64281,337
3,GIS ID,structures.64282,358887,64282,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463191,64282,337
204,acs Is Asset Accessible,TBD,926592,64282,337
205,acs Is the Route to the Asset Accessible,TBD,926593,64282,337
216,Decking Material,Timber,926594,64282,337
217,Structure Material,Timber,926595,64282,337
218,Has Pedestrian Railing,No railings,926596,64282,337
219,Has Edge Guard,No,926597,64282,337
198,Width,0,926598,64282,337
221,Length,4,2388974,64282,337
306,Next Inspection by Staff,2026-05-01,2704233,64282,337
345,acs Accessible Priority,TBD,2948436,64282,337
347,Height,1,3018453,64282,337
226,Fall Height,-1,3023503,64282,337
360,PO2026 Agrmt Priority,med,3134410,64282,337
3,GIS ID,structures.64283,358891,64283,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463197,64283,337
204,acs Is Asset Accessible,TBD,926599,64283,337
205,acs Is the Route to the Asset Accessible,TBD,926600,64283,337
216,Decking Material,Timber,926601,64283,337
217,Structure Material,Timber,926602,64283,337
218,Has Pedestrian Railing,No railings,926603,64283,337
219,Has Edge Guard,No,926604,64283,337
198,Width,0,926605,64283,337
221,Length,18,2388976,64283,337
306,Next Inspection by Staff,2026-05-01,2704234,64283,337
345,acs Accessible Priority,TBD,2948437,64283,337
347,Height,1,3018454,64283,337
226,Fall Height,-1,3023504,64283,337
360,PO2026 Agrmt Priority,med,3134411,64283,337
3,GIS ID,structures.64284,358895,64284,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463203,64284,337
204,acs Is Asset Accessible,TBD,926606,64284,337
205,acs Is the Route to the Asset Accessible,TBD,926607,64284,337
216,Decking Material,Timber,926608,64284,337
217,Structure Material,Timber,926609,64284,337
218,Has Pedestrian Railing,No railings,926610,64284,337
219,Has Edge Guard,Yes,926611,64284,337
198,Width,0.00,926612,64284,337
221,Length,30,2388978,64284,337
306,Next Inspection by Staff,2025-08-23,2704235,64284,337
345,acs Accessible Priority,TBD,2948438,64284,337
347,Height,1,3018455,64284,337
226,Fall Height,-1,3023505,64284,337
360,PO2026 Agrmt Priority,med,3134412,64284,337
3,GIS ID,structures.64285,358899,64285,337
67,"Material (Frame, Tank, Body)",Timber/Wood,463209,64285,337
204,acs Is Asset Accessible,TBD,926613,64285,337
205,acs Is the Route to the Asset Accessible,TBD,926614,64285,337
216,Decking Material,Timber,926615,64285,337
217,Structure Material,Timber,926616,64285,337
218,Has Pedestrian Railing,No railings,926617,64285,337
219,Has Edge Guard,No,926618,64285,337
198,Width,0,926619,64285,337
221,Length,26,2388980,64285,337
306,Next Inspection by Staff,2025-08-23,2704236,64285,337
345,acs Accessible Priority,TBD,2948439,64285,337
347,Height,1,3018456,64285,337
226,Fall Height,-1,3023506,64285,337
